genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14295_bins.193.fa,647_3,0.010000000000000009,average,ANImf,647
14317_bins.13.fa,647_3,0.010000000000000009,average,ANImf,647
29652_bins.124.fa,647_3,0.010000000000000009,average,ANImf,647
29846_bins.316.fa,647_3,0.010000000000000009,average,ANImf,647
29864_bins.449.fa,647_3,0.010000000000000009,average,ANImf,647
29961_bins.31.fa,647_3,0.010000000000000009,average,ANImf,647
14260_bins.46.fa,647_4,0.010000000000000009,average,ANImf,647
14320_bins.405.fa,647_4,0.010000000000000009,average,ANImf,647
29703_bins.155.fa,647_4,0.010000000000000009,average,ANImf,647
29752_bins.319.fa,647_4,0.010000000000000009,average,ANImf,647
29865_bins.605.fa,647_4,0.010000000000000009,average,ANImf,647
29875_bins.98.fa,647_4,0.010000000000000009,average,ANImf,647
29931_bins.197.fa,647_4,0.010000000000000009,average,ANImf,647
29951_bins.443.fa,647_4,0.010000000000000009,average,ANImf,647
NegativeControl_bins.120.fa,647_4,0.010000000000000009,average,ANImf,647
14186_bins.143.fa,647_5,0.010000000000000009,average,ANImf,647
14275_bins.278.fa,648_1,0.010000000000000009,average,ANImf,648
14307_bins.59.fa,648_1,0.010000000000000009,average,ANImf,648
29644_bins.50.fa,648_1,0.010000000000000009,average,ANImf,648
14184_bins.368.fa,648_2,0.010000000000000009,average,ANImf,648
14187_bins.85.fa,648_2,0.010000000000000009,average,ANImf,648
14194_bins.238.fa,648_2,0.010000000000000009,average,ANImf,648
29631_bins.84.fa,648_2,0.010000000000000009,average,ANImf,648
29654_bins.83.fa,648_2,0.010000000000000009,average,ANImf,648
29705_bins.268.fa,648_2,0.010000000000000009,average,ANImf,648
14163_bins.141.fa,648_3,0.010000000000000009,average,ANImf,648
14183_bins.63.fa,648_3,0.010000000000000009,average,ANImf,648
14209_bins.331.fa,648_3,0.010000000000000009,average,ANImf,648
14308_bins.211.fa,648_3,0.010000000000000009,average,ANImf,648
14322_bins.237.fa,648_3,0.010000000000000009,average,ANImf,648
29700_bins.70.fa,648_3,0.010000000000000009,average,ANImf,648
29863_bins.144.fa,648_3,0.010000000000000009,average,ANImf,648
29901_bins.157.fa,648_3,0.010000000000000009,average,ANImf,648
29665_bins.401.fa,648_4,0.010000000000000009,average,ANImf,648
29948_bins.233.fa,648_4,0.010000000000000009,average,ANImf,648
29962_bins.47.fa,648_4,0.010000000000000009,average,ANImf,648
14160_bins.120.fa,648_5,0.010000000000000009,average,ANImf,648
14233_bins.106.fa,648_5,0.010000000000000009,average,ANImf,648
14262_bins.304.fa,648_5,0.010000000000000009,average,ANImf,648
14295_bins.328.fa,648_5,0.010000000000000009,average,ANImf,648
14317_bins.117.fa,648_5,0.010000000000000009,average,ANImf,648
29646_bins.749.fa,648_5,0.010000000000000009,average,ANImf,648
29666_bins.382.fa,648_5,0.010000000000000009,average,ANImf,648
29693_bins.72.fa,648_5,0.010000000000000009,average,ANImf,648
29704_bins.113.fa,648_5,0.010000000000000009,average,ANImf,648
29777_bins.99.fa,648_5,0.010000000000000009,average,ANImf,648
29778_bins.170.fa,648_5,0.010000000000000009,average,ANImf,648
14159_bins.343.fa,648_6,0.010000000000000009,average,ANImf,648
14190_bins.95.fa,648_6,0.010000000000000009,average,ANImf,648
14195_bins.53.fa,648_6,0.010000000000000009,average,ANImf,648
14208_bins.309.fa,648_6,0.010000000000000009,average,ANImf,648
14276_bins.148.fa,648_6,0.010000000000000009,average,ANImf,648
14297_bins.243.fa,648_6,0.010000000000000009,average,ANImf,648
14320_bins.156.fa,648_6,0.010000000000000009,average,ANImf,648
29668_bins.329.fa,648_6,0.010000000000000009,average,ANImf,648
29694_bins.423.fa,648_6,0.010000000000000009,average,ANImf,648
29745_bins.271.fa,648_6,0.010000000000000009,average,ANImf,648
29753_bins.517.fa,648_6,0.010000000000000009,average,ANImf,648
29754_bins.167.fa,648_6,0.010000000000000009,average,ANImf,648
29765_bins.271.fa,648_6,0.010000000000000009,average,ANImf,648
29793_bins.394.fa,648_6,0.010000000000000009,average,ANImf,648
29846_bins.279.fa,648_6,0.010000000000000009,average,ANImf,648
29864_bins.86.fa,648_6,0.010000000000000009,average,ANImf,648
29900_bins.269.fa,648_6,0.010000000000000009,average,ANImf,648
NegativeControl_bins.160.fa,648_6,0.010000000000000009,average,ANImf,648
29752_bins.297.fa,648_7,0.010000000000000009,average,ANImf,648
14171_bins.61.fa,648_8,0.010000000000000009,average,ANImf,648
14186_bins.253.fa,648_8,0.010000000000000009,average,ANImf,648
14188_bins.203.fa,648_8,0.010000000000000009,average,ANImf,648
14192_bins.81.fa,648_8,0.010000000000000009,average,ANImf,648
14201_bins.96.fa,648_8,0.010000000000000009,average,ANImf,648
14205_bins.293.fa,648_8,0.010000000000000009,average,ANImf,648
14260_bins.346.fa,648_8,0.010000000000000009,average,ANImf,648
14261_bins.439.fa,648_8,0.010000000000000009,average,ANImf,648
14265_bins.784.fa,648_8,0.010000000000000009,average,ANImf,648
14274_bins.104.fa,648_8,0.010000000000000009,average,ANImf,648
14284_bins.417.fa,648_8,0.010000000000000009,average,ANImf,648
29643_bins.364.fa,648_8,0.010000000000000009,average,ANImf,648
29645_bins.258.fa,648_8,0.010000000000000009,average,ANImf,648
29667_bins.272.fa,648_8,0.010000000000000009,average,ANImf,648
29691_bins.67.fa,648_8,0.010000000000000009,average,ANImf,648
29702_bins.417.fa,648_8,0.010000000000000009,average,ANImf,648
29715_bins.160.fa,648_8,0.010000000000000009,average,ANImf,648
29718_bins.86.fa,648_8,0.010000000000000009,average,ANImf,648
29781_bins.174.fa,648_8,0.010000000000000009,average,ANImf,648
29792_bins.135.fa,648_8,0.010000000000000009,average,ANImf,648
29796_bins.149.fa,648_8,0.010000000000000009,average,ANImf,648
29865_bins.460.fa,648_8,0.010000000000000009,average,ANImf,648
29934_bins.267.fa,648_8,0.010000000000000009,average,ANImf,648
29951_bins.528.fa,648_8,0.010000000000000009,average,ANImf,648
29961_bins.105.fa,648_8,0.010000000000000009,average,ANImf,648
29703_bins.213.fa,648_9,0.010000000000000009,average,ANImf,648
29875_bins.414.fa,648_10,0.010000000000000009,average,ANImf,648
14322_bins.49.fa,649_1,0.010000000000000009,average,ANImf,649
29707_bins.63.fa,649_2,0.010000000000000009,average,ANImf,649
14231_bins.99.fa,649_3,0.010000000000000009,average,ANImf,649
14305_bins.191.fa,649_3,0.010000000000000009,average,ANImf,649
29667_bins.372.fa,649_3,0.010000000000000009,average,ANImf,649
29692_bins.78.fa,649_3,0.010000000000000009,average,ANImf,649
29913_bins.136.fa,649_3,0.010000000000000009,average,ANImf,649
29745_bins.334.fa,649_4,0.010000000000000009,average,ANImf,649
29962_bins.74.fa,649_5,0.010000000000000009,average,ANImf,649
14274_bins.78.fa,649_6,0.010000000000000009,average,ANImf,649
14306_bins.285.fa,649_7,0.010000000000000009,average,ANImf,649
29631_bins.82.fa,649_8,0.010000000000000009,average,ANImf,649
29939_bins.95.fa,649_8,0.010000000000000009,average,ANImf,649
29948_bins.491.fa,649_9,0.010000000000000009,average,ANImf,649
29704_bins.249.fa,649_10,0.010000000000000009,average,ANImf,649
14162_bins.242.fa,649_11,0.010000000000000009,average,ANImf,649
14163_bins.164.fa,649_11,0.010000000000000009,average,ANImf,649
14188_bins.151.fa,649_11,0.010000000000000009,average,ANImf,649
14194_bins.258.fa,649_11,0.010000000000000009,average,ANImf,649
14209_bins.407.fa,649_11,0.010000000000000009,average,ANImf,649
14233_bins.146.fa,649_11,0.010000000000000009,average,ANImf,649
14260_bins.136.fa,649_11,0.010000000000000009,average,ANImf,649
14263_bins.324.fa,649_11,0.010000000000000009,average,ANImf,649
14265_bins.740.fa,649_11,0.010000000000000009,average,ANImf,649
14284_bins.135.fa,649_11,0.010000000000000009,average,ANImf,649
14295_bins.452.fa,649_11,0.010000000000000009,average,ANImf,649
14308_bins.53.fa,649_11,0.010000000000000009,average,ANImf,649
14317_bins.9.fa,649_11,0.010000000000000009,average,ANImf,649
14320_bins.7.fa,649_11,0.010000000000000009,average,ANImf,649
29645_bins.140.fa,649_11,0.010000000000000009,average,ANImf,649
29668_bins.251.fa,649_11,0.010000000000000009,average,ANImf,649
29691_bins.121.fa,649_11,0.010000000000000009,average,ANImf,649
29702_bins.73.fa,649_11,0.010000000000000009,average,ANImf,649
29792_bins.175.fa,649_11,0.010000000000000009,average,ANImf,649
29793_bins.440.fa,649_11,0.010000000000000009,average,ANImf,649
29846_bins.123.fa,649_11,0.010000000000000009,average,ANImf,649
29847_bins.384.fa,649_11,0.010000000000000009,average,ANImf,649
29914_bins.51.fa,649_11,0.010000000000000009,average,ANImf,649
29961_bins.99.fa,649_11,0.010000000000000009,average,ANImf,649
14171_bins.26.fa,649_12,0.010000000000000009,average,ANImf,649
14192_bins.70.fa,649_12,0.010000000000000009,average,ANImf,649
14193_bins.193.fa,649_12,0.010000000000000009,average,ANImf,649
14208_bins.269.fa,649_12,0.010000000000000009,average,ANImf,649
29643_bins.496.fa,649_12,0.010000000000000009,average,ANImf,649
29646_bins.627.fa,649_12,0.010000000000000009,average,ANImf,649
29694_bins.416.fa,649_12,0.010000000000000009,average,ANImf,649
29715_bins.438.fa,649_12,0.010000000000000009,average,ANImf,649
14159_bins.192.fa,649_13,0.010000000000000009,average,ANImf,649
14183_bins.355.fa,649_13,0.010000000000000009,average,ANImf,649
14187_bins.442.fa,649_13,0.010000000000000009,average,ANImf,649
14201_bins.245.fa,649_13,0.010000000000000009,average,ANImf,649
14205_bins.204.fa,649_13,0.010000000000000009,average,ANImf,649
29666_bins.142.fa,649_13,0.010000000000000009,average,ANImf,649
29700_bins.83.fa,649_14,0.010000000000000009,average,ANImf,649
29754_bins.77.fa,649_15,0.010000000000000009,average,ANImf,649
29931_bins.320.fa,649_15,0.010000000000000009,average,ANImf,649
14261_bins.189.fa,649_16,0.010000000000000009,average,ANImf,649
29797_bins.150.fa,649_16,0.010000000000000009,average,ANImf,649
29864_bins.300.fa,649_16,0.010000000000000009,average,ANImf,649
29742_bins.258.fa,649_17,0.010000000000000009,average,ANImf,649
14161_bins.56.fa,650_1,0.010000000000000009,average,ANImf,650
14284_bins.75.fa,650_1,0.010000000000000009,average,ANImf,650
14295_bins.354.fa,650_1,0.010000000000000009,average,ANImf,650
14307_bins.371.fa,650_1,0.010000000000000009,average,ANImf,650
29692_bins.188.fa,650_1,0.010000000000000009,average,ANImf,650
29704_bins.138.fa,650_1,0.010000000000000009,average,ANImf,650
29781_bins.339.fa,650_1,0.010000000000000009,average,ANImf,650
29793_bins.353.fa,650_1,0.010000000000000009,average,ANImf,650
29912_bins.141.fa,650_1,0.010000000000000009,average,ANImf,650
29913_bins.316.fa,650_1,0.010000000000000009,average,ANImf,650
29931_bins.335.fa,650_1,0.010000000000000009,average,ANImf,650
14159_bins.187.fa,651_1,0.010000000000000009,average,ANImf,651
14160_bins.53.fa,651_1,0.010000000000000009,average,ANImf,651
14161_bins.24.fa,651_1,0.010000000000000009,average,ANImf,651
14163_bins.174.fa,651_1,0.010000000000000009,average,ANImf,651
14172_bins.68.fa,651_1,0.010000000000000009,average,ANImf,651
14184_bins.288.fa,651_1,0.010000000000000009,average,ANImf,651
14187_bins.3.fa,651_1,0.010000000000000009,average,ANImf,651
14201_bins.145.fa,651_1,0.010000000000000009,average,ANImf,651
14205_bins.349.fa,651_1,0.010000000000000009,average,ANImf,651
14208_bins.437.fa,651_1,0.010000000000000009,average,ANImf,651
14231_bins.13.fa,651_1,0.010000000000000009,average,ANImf,651
14262_bins.340.fa,651_1,0.010000000000000009,average,ANImf,651
14273_bins.170.fa,651_1,0.010000000000000009,average,ANImf,651
14274_bins.101.fa,651_1,0.010000000000000009,average,ANImf,651
14276_bins.310.fa,651_1,0.010000000000000009,average,ANImf,651
14320_bins.173.fa,651_1,0.010000000000000009,average,ANImf,651
14322_bins.88.fa,651_1,0.010000000000000009,average,ANImf,651
29631_bins.33.fa,651_1,0.010000000000000009,average,ANImf,651
29643_bins.110.fa,651_1,0.010000000000000009,average,ANImf,651
29654_bins.108.fa,651_1,0.010000000000000009,average,ANImf,651
29665_bins.442.fa,651_1,0.010000000000000009,average,ANImf,651
29666_bins.229.fa,651_1,0.010000000000000009,average,ANImf,651
29700_bins.206.fa,651_1,0.010000000000000009,average,ANImf,651
29704_bins.418.fa,651_1,0.010000000000000009,average,ANImf,651
29705_bins.114.fa,651_1,0.010000000000000009,average,ANImf,651
29707_bins.349.fa,651_1,0.010000000000000009,average,ANImf,651
29752_bins.138.fa,651_1,0.010000000000000009,average,ANImf,651
29753_bins.100.fa,651_1,0.010000000000000009,average,ANImf,651
29765_bins.345.fa,651_1,0.010000000000000009,average,ANImf,651
29792_bins.201.fa,651_1,0.010000000000000009,average,ANImf,651
29793_bins.397.fa,651_1,0.010000000000000009,average,ANImf,651
29846_bins.41.fa,651_1,0.010000000000000009,average,ANImf,651
29847_bins.535.fa,651_1,0.010000000000000009,average,ANImf,651
29864_bins.439.fa,651_1,0.010000000000000009,average,ANImf,651
29898_bins.98.fa,651_1,0.010000000000000009,average,ANImf,651
29912_bins.27.fa,651_1,0.010000000000000009,average,ANImf,651
29913_bins.92.fa,651_1,0.010000000000000009,average,ANImf,651
29914_bins.166.fa,651_1,0.010000000000000009,average,ANImf,651
29931_bins.14.fa,651_1,0.010000000000000009,average,ANImf,651
29939_bins.198.fa,651_1,0.010000000000000009,average,ANImf,651
29948_bins.361.fa,651_1,0.010000000000000009,average,ANImf,651
29961_bins.321.fa,651_1,0.010000000000000009,average,ANImf,651
14187_bins.16.fa,652_1,0.010000000000000009,average,ANImf,652
14194_bins.19.fa,652_1,0.010000000000000009,average,ANImf,652
14273_bins.200.fa,652_1,0.010000000000000009,average,ANImf,652
14277_bins.64.fa,652_1,0.010000000000000009,average,ANImf,652
29666_bins.295.fa,652_1,0.010000000000000009,average,ANImf,652
29863_bins.251.fa,652_1,0.010000000000000009,average,ANImf,652
29865_bins.287.fa,652_1,0.010000000000000009,average,ANImf,652
29951_bins.300.fa,652_1,0.010000000000000009,average,ANImf,652
29652_bins.172.fa,653_1,0.010000000000000009,average,ANImf,653
29743_bins.201.fa,653_1,0.010000000000000009,average,ANImf,653
14163_bins.224.fa,653_2,0.010000000000000009,average,ANImf,653
14184_bins.83.fa,653_2,0.010000000000000009,average,ANImf,653
14186_bins.162.fa,653_2,0.010000000000000009,average,ANImf,653
14187_bins.352.fa,653_2,0.010000000000000009,average,ANImf,653
14188_bins.496.fa,653_2,0.010000000000000009,average,ANImf,653
14192_bins.12.fa,653_2,0.010000000000000009,average,ANImf,653
14194_bins.357.fa,653_2,0.010000000000000009,average,ANImf,653
14208_bins.186.fa,653_2,0.010000000000000009,average,ANImf,653
14209_bins.55.fa,653_2,0.010000000000000009,average,ANImf,653
14261_bins.212.fa,653_2,0.010000000000000009,average,ANImf,653
14271_bins.179.fa,653_2,0.010000000000000009,average,ANImf,653
14273_bins.290.fa,653_2,0.010000000000000009,average,ANImf,653
14274_bins.135.fa,653_2,0.010000000000000009,average,ANImf,653
14275_bins.7.fa,653_2,0.010000000000000009,average,ANImf,653
14276_bins.477.fa,653_2,0.010000000000000009,average,ANImf,653
14307_bins.363.fa,653_2,0.010000000000000009,average,ANImf,653
14317_bins.391.fa,653_2,0.010000000000000009,average,ANImf,653
29633_bins.28.fa,653_2,0.010000000000000009,average,ANImf,653
29646_bins.170.fa,653_2,0.010000000000000009,average,ANImf,653
29665_bins.262.fa,653_2,0.010000000000000009,average,ANImf,653
29666_bins.1.fa,653_2,0.010000000000000009,average,ANImf,653
29694_bins.369.fa,653_2,0.010000000000000009,average,ANImf,653
29715_bins.390.fa,653_2,0.010000000000000009,average,ANImf,653
29718_bins.121.fa,653_2,0.010000000000000009,average,ANImf,653
29753_bins.555.fa,653_2,0.010000000000000009,average,ANImf,653
29778_bins.149.fa,653_2,0.010000000000000009,average,ANImf,653
29781_bins.126.fa,653_2,0.010000000000000009,average,ANImf,653
29793_bins.105.fa,653_2,0.010000000000000009,average,ANImf,653
29796_bins.1.fa,653_2,0.010000000000000009,average,ANImf,653
29797_bins.128.fa,653_2,0.010000000000000009,average,ANImf,653
29846_bins.87.fa,653_2,0.010000000000000009,average,ANImf,653
29863_bins.112.fa,653_2,0.010000000000000009,average,ANImf,653
29865_bins.238.fa,653_2,0.010000000000000009,average,ANImf,653
29931_bins.15.fa,653_2,0.010000000000000009,average,ANImf,653
29934_bins.357.fa,653_2,0.010000000000000009,average,ANImf,653
29948_bins.156.fa,653_2,0.010000000000000009,average,ANImf,653
NegativeControl_bins.207.fa,653_2,0.010000000000000009,average,ANImf,653
R03999_bins.38.fa,653_2,0.010000000000000009,average,ANImf,653
29875_bins.559.fa,653_3,0.010000000000000009,average,ANImf,653
14274_bins.283.fa,654_0,0.010000000000000009,average,ANImf,654
29668_bins.266.fa,655_1,0.010000000000000009,average,ANImf,655
ColiGuard_bins.2.fa,655_1,0.010000000000000009,average,ANImf,655
NegativeControl_bins.321.fa,655_1,0.010000000000000009,average,ANImf,655
14183_bins.151.fa,656_1,0.010000000000000009,average,ANImf,656
14262_bins.88.fa,656_1,0.010000000000000009,average,ANImf,656
29644_bins.29.fa,656_1,0.010000000000000009,average,ANImf,656
29700_bins.441.fa,656_1,0.010000000000000009,average,ANImf,656
14275_bins.264.fa,656_2,0.010000000000000009,average,ANImf,656
14193_bins.157.fa,657_1,0.010000000000000009,average,ANImf,657
21272_bins.30.fa,657_1,0.010000000000000009,average,ANImf,657
315376_bins.22.fa,657_1,0.010000000000000009,average,ANImf,657
315649_bins.28.fa,657_1,0.010000000000000009,average,ANImf,657
40519_bins.28.fa,657_1,0.010000000000000009,average,ANImf,657
9128_bins.56.fa,657_1,0.010000000000000009,average,ANImf,657
Y08843_bins.29.fa,657_1,0.010000000000000009,average,ANImf,657
14159_bins.74.fa,657_2,0.010000000000000009,average,ANImf,657
14162_bins.63.fa,657_2,0.010000000000000009,average,ANImf,657
14183_bins.144.fa,657_2,0.010000000000000009,average,ANImf,657
14184_bins.65.fa,657_2,0.010000000000000009,average,ANImf,657
14186_bins.329.fa,657_2,0.010000000000000009,average,ANImf,657
14187_bins.141.fa,657_2,0.010000000000000009,average,ANImf,657
14194_bins.15.fa,657_2,0.010000000000000009,average,ANImf,657
14195_bins.143.fa,657_2,0.010000000000000009,average,ANImf,657
14205_bins.90.fa,657_2,0.010000000000000009,average,ANImf,657
14208_bins.604.fa,657_2,0.010000000000000009,average,ANImf,657
14209_bins.448.fa,657_2,0.010000000000000009,average,ANImf,657
14231_bins.106.fa,657_2,0.010000000000000009,average,ANImf,657
14260_bins.380.fa,657_2,0.010000000000000009,average,ANImf,657
14261_bins.191.fa,657_2,0.010000000000000009,average,ANImf,657
14262_bins.169.fa,657_2,0.010000000000000009,average,ANImf,657
14263_bins.237.fa,657_2,0.010000000000000009,average,ANImf,657
14265_bins.562.fa,657_2,0.010000000000000009,average,ANImf,657
14275_bins.202.fa,657_2,0.010000000000000009,average,ANImf,657
14276_bins.80.fa,657_2,0.010000000000000009,average,ANImf,657
14284_bins.73.fa,657_2,0.010000000000000009,average,ANImf,657
14286_bins.165.fa,657_2,0.010000000000000009,average,ANImf,657
14288_bins.147.fa,657_2,0.010000000000000009,average,ANImf,657
14295_bins.424.fa,657_2,0.010000000000000009,average,ANImf,657
14297_bins.346.fa,657_2,0.010000000000000009,average,ANImf,657
14305_bins.354.fa,657_2,0.010000000000000009,average,ANImf,657
14306_bins.410.fa,657_2,0.010000000000000009,average,ANImf,657
14307_bins.332.fa,657_2,0.010000000000000009,average,ANImf,657
14308_bins.420.fa,657_2,0.010000000000000009,average,ANImf,657
14317_bins.335.fa,657_2,0.010000000000000009,average,ANImf,657
14320_bins.350.fa,657_2,0.010000000000000009,average,ANImf,657
14322_bins.75.fa,657_2,0.010000000000000009,average,ANImf,657
29643_bins.311.fa,657_2,0.010000000000000009,average,ANImf,657
29644_bins.172.fa,657_2,0.010000000000000009,average,ANImf,657
29646_bins.463.fa,657_2,0.010000000000000009,average,ANImf,657
29653_bins.356.fa,657_2,0.010000000000000009,average,ANImf,657
29654_bins.261.fa,657_2,0.010000000000000009,average,ANImf,657
29666_bins.157.fa,657_2,0.010000000000000009,average,ANImf,657
29667_bins.329.fa,657_2,0.010000000000000009,average,ANImf,657
29668_bins.63.fa,657_2,0.010000000000000009,average,ANImf,657
29679_bins.151.fa,657_2,0.010000000000000009,average,ANImf,657
29700_bins.283.fa,657_2,0.010000000000000009,average,ANImf,657
29704_bins.333.fa,657_2,0.010000000000000009,average,ANImf,657
29705_bins.371.fa,657_2,0.010000000000000009,average,ANImf,657
29707_bins.198.fa,657_2,0.010000000000000009,average,ANImf,657
29742_bins.155.fa,657_2,0.010000000000000009,average,ANImf,657
29752_bins.252.fa,657_2,0.010000000000000009,average,ANImf,657
29753_bins.397.fa,657_2,0.010000000000000009,average,ANImf,657
29765_bins.102.fa,657_2,0.010000000000000009,average,ANImf,657
29781_bins.316.fa,657_2,0.010000000000000009,average,ANImf,657
29796_bins.492.fa,657_2,0.010000000000000009,average,ANImf,657
29875_bins.189.fa,657_2,0.010000000000000009,average,ANImf,657
29913_bins.304.fa,657_2,0.010000000000000009,average,ANImf,657
29924_bins.321.fa,657_2,0.010000000000000009,average,ANImf,657
29948_bins.236.fa,657_2,0.010000000000000009,average,ANImf,657
29949_bins.423.fa,657_2,0.010000000000000009,average,ANImf,657
29961_bins.380.fa,657_2,0.010000000000000009,average,ANImf,657
29962_bins.223.fa,657_2,0.010000000000000009,average,ANImf,657
706402_bins.3.fa,657_2,0.010000000000000009,average,ANImf,657
NegativeControl_bins.176.fa,657_2,0.010000000000000009,average,ANImf,657
315376_bins.31.fa,658_1,0.010000000000000009,average,ANImf,658
317019_bins.3.fa,658_1,0.010000000000000009,average,ANImf,658
14306_bins.406.fa,658_2,0.010000000000000009,average,ANImf,658
29898_bins.160.fa,658_2,0.010000000000000009,average,ANImf,658
29900_bins.83.fa,658_2,0.010000000000000009,average,ANImf,658
14204_bins.60.fa,658_3,0.010000000000000009,average,ANImf,658
29951_bins.184.fa,658_4,0.010000000000000009,average,ANImf,658
14159_bins.26.fa,659_1,0.010000000000000009,average,ANImf,659
14183_bins.89.fa,659_1,0.010000000000000009,average,ANImf,659
14186_bins.204.fa,659_1,0.010000000000000009,average,ANImf,659
14262_bins.140.fa,659_1,0.010000000000000009,average,ANImf,659
14265_bins.627.fa,659_1,0.010000000000000009,average,ANImf,659
14275_bins.61.fa,659_1,0.010000000000000009,average,ANImf,659
14276_bins.524.fa,659_1,0.010000000000000009,average,ANImf,659
14297_bins.115.fa,659_1,0.010000000000000009,average,ANImf,659
14305_bins.234.fa,659_1,0.010000000000000009,average,ANImf,659
14320_bins.92.fa,659_1,0.010000000000000009,average,ANImf,659
29643_bins.275.fa,659_1,0.010000000000000009,average,ANImf,659
29644_bins.48.fa,659_1,0.010000000000000009,average,ANImf,659
29646_bins.399.fa,659_1,0.010000000000000009,average,ANImf,659
29653_bins.54.fa,659_1,0.010000000000000009,average,ANImf,659
29667_bins.473.fa,659_1,0.010000000000000009,average,ANImf,659
29668_bins.171.fa,659_1,0.010000000000000009,average,ANImf,659
29679_bins.375.fa,659_1,0.010000000000000009,average,ANImf,659
29700_bins.298.fa,659_1,0.010000000000000009,average,ANImf,659
29705_bins.402.fa,659_1,0.010000000000000009,average,ANImf,659
29753_bins.234.fa,659_1,0.010000000000000009,average,ANImf,659
29793_bins.293.fa,659_1,0.010000000000000009,average,ANImf,659
29796_bins.267.fa,659_1,0.010000000000000009,average,ANImf,659
29913_bins.376.fa,659_1,0.010000000000000009,average,ANImf,659
29948_bins.154.fa,659_1,0.010000000000000009,average,ANImf,659
29949_bins.243.fa,659_1,0.010000000000000009,average,ANImf,659
29961_bins.488.fa,659_1,0.010000000000000009,average,ANImf,659
29962_bins.373.fa,659_1,0.010000000000000009,average,ANImf,659
315649_bins.34.fa,659_1,0.010000000000000009,average,ANImf,659
Y08843_bins.22.fa,659_1,0.010000000000000009,average,ANImf,659
14263_bins.537.fa,660_0,0.010000000000000009,average,ANImf,660
40519_bins.64.fa,661_0,0.010000000000000009,average,ANImf,661
212211_bins.50.fa,662_1,0.010000000000000009,average,ANImf,662
ColiGuard_bins.4.fa,662_1,0.010000000000000009,average,ANImf,662
NegativeControl_bins.328.fa,662_1,0.010000000000000009,average,ANImf,662
40486_bins.51.fa,663_0,0.010000000000000009,average,ANImf,663
14187_bins.269.fa,664_1,0.010000000000000009,average,ANImf,664
14188_bins.16.fa,664_1,0.010000000000000009,average,ANImf,664
14208_bins.73.fa,664_1,0.010000000000000009,average,ANImf,664
29646_bins.376.fa,664_1,0.010000000000000009,average,ANImf,664
29796_bins.308.fa,664_1,0.010000000000000009,average,ANImf,664
29796_bins.369.fa,665_0,0.010000000000000009,average,ANImf,665
14201_bins.251.fa,666_1,0.010000000000000009,average,ANImf,666
29718_bins.165.fa,666_1,0.010000000000000009,average,ANImf,666
B11439_bins.77.fa,666_1,0.010000000000000009,average,ANImf,666
14204_bins.29.fa,666_2,0.010000000000000009,average,ANImf,666
14209_bins.197.fa,666_2,0.010000000000000009,average,ANImf,666
14273_bins.155.fa,666_2,0.010000000000000009,average,ANImf,666
14284_bins.44.fa,666_2,0.010000000000000009,average,ANImf,666
29654_bins.188.fa,666_2,0.010000000000000009,average,ANImf,666
29898_bins.229.fa,666_2,0.010000000000000009,average,ANImf,666
29901_bins.126.fa,666_2,0.010000000000000009,average,ANImf,666
29912_bins.81.fa,666_2,0.010000000000000009,average,ANImf,666
29961_bins.140.fa,666_2,0.010000000000000009,average,ANImf,666
60581_bins.32.fa,666_2,0.010000000000000009,average,ANImf,666
14233_bins.189.fa,666_3,0.010000000000000009,average,ANImf,666
14261_bins.276.fa,666_4,0.010000000000000009,average,ANImf,666
14287_bins.231.fa,666_4,0.010000000000000009,average,ANImf,666
29633_bins.188.fa,666_4,0.010000000000000009,average,ANImf,666
29665_bins.145.fa,666_4,0.010000000000000009,average,ANImf,666
29692_bins.201.fa,666_4,0.010000000000000009,average,ANImf,666
29778_bins.84.fa,666_4,0.010000000000000009,average,ANImf,666
29797_bins.7.fa,666_4,0.010000000000000009,average,ANImf,666
9128_bins.15.fa,666_4,0.010000000000000009,average,ANImf,666
29645_bins.197.fa,666_5,0.010000000000000009,average,ANImf,666
29865_bins.4.fa,666_5,0.010000000000000009,average,ANImf,666
14163_bins.93.fa,666_6,0.010000000000000009,average,ANImf,666
14183_bins.242.fa,666_6,0.010000000000000009,average,ANImf,666
14190_bins.146.fa,666_6,0.010000000000000009,average,ANImf,666
14194_bins.223.fa,666_6,0.010000000000000009,average,ANImf,666
14208_bins.52.fa,666_6,0.010000000000000009,average,ANImf,666
14263_bins.434.fa,666_6,0.010000000000000009,average,ANImf,666
14265_bins.602.fa,666_6,0.010000000000000009,average,ANImf,666
14295_bins.289.fa,666_6,0.010000000000000009,average,ANImf,666
14305_bins.243.fa,666_6,0.010000000000000009,average,ANImf,666
14308_bins.493.fa,666_6,0.010000000000000009,average,ANImf,666
29646_bins.236.fa,666_6,0.010000000000000009,average,ANImf,666
29668_bins.314.fa,666_6,0.010000000000000009,average,ANImf,666
29700_bins.457.fa,666_6,0.010000000000000009,average,ANImf,666
29704_bins.296.fa,666_6,0.010000000000000009,average,ANImf,666
29777_bins.86.fa,666_6,0.010000000000000009,average,ANImf,666
29781_bins.56.fa,666_6,0.010000000000000009,average,ANImf,666
29914_bins.37.fa,666_6,0.010000000000000009,average,ANImf,666
29949_bins.267.fa,666_6,0.010000000000000009,average,ANImf,666
29962_bins.268.fa,666_6,0.010000000000000009,average,ANImf,666
